date,region,category,total_sales,total_profit
2024-12-31,East,Office Supplies,847.5,74.91
2024-12-31,East,Furniture,858.46,216.9
2024-12-31,Central,Furniture,2148.37,478.41
2024-12-31,Central,Technology,915.48,136.9
2024-12-31,West,Office Supplies,4020.34,659.5000000000001
2024-12-31,South,Office Supplies,712.45,101.91999999999999
2025-01-01,East,Office Supplies,797.19,85.86
2025-01-01,South,Furniture,963.41,201.45
2025-01-01,South,Office Supplies,753.87,43.9
2025-01-01,Central,Furniture,1017.55,92.47
2025-01-01,East,Technology,1316.9,255.61
2025-01-01,West,Furniture,759.6300000000001,187.74
2025-01-01,Central,Office Supplies,811.87,123.56
2025-01-02,South,Technology,1394.1,333.37
2025-01-02,West,Office Supplies,682.58,81.66
2025-01-02,West,Furniture,631.19,171.33
2025-01-02,South,Office Supplies,474.27,120.54
2025-01-02,Central,Technology,543.19,130.87
2025-01-02,Central,Office Supplies,1379.63,339.12
2025-01-02,West,Technology,347.33,62.69
2025-01-02,East,Office Supplies,1530.4,268.4
2025-01-02,South,Furniture,2226.4700000000003,190.89999999999998
2025-01-03,East,Technology,3099.23,537.65
2025-01-03,Central,Furniture,407.5,78.71
2025-01-03,South,Office Supplies,1621.7199999999998,362.69000000000005
2025-01-03,South,Furniture,1435.8200000000002,96.65
2025-01-03,East,Furniture,927.68,77.97
2025-01-03,West,Office Supplies,882.26,190.26999999999998
2025-01-03,West,Technology,862.26,129.67000000000002
2025-01-03,Central,Technology,210.69,49.78
2025-01-03,South,Technology,768.15,144.31
2025-01-04,East,Furniture,435.1,51.85
2025-01-04,West,Furniture,1379.3899999999999,190.69
2025-01-04,West,Technology,1711.7199999999998,354.99
2025-01-04,Central,Furniture,580.8,30.0
2025-01-04,East,Technology,1134.92,114.42000000000002
2025-01-04,South,Technology,907.1,211.87
2025-01-05,East,Furniture,288.73,44.84
2025-01-05,East,Technology,224.62,32.39
2025-01-05,East,Office Supplies,1706.8999999999999,309.56
2025-01-05,Central,Furniture,1828.82,208.91
2025-01-05,South,Office Supplies,971.21,208.23
2025-01-05,Central,Technology,895.5600000000001,140.88
2025-01-05,South,Furniture,1115.01,106.65
2025-01-06,East,Technology,762.82,121.73
2025-01-06,Central,Office Supplies,1101.38,203.07999999999998
2025-01-06,West,Technology,1546.46,263.15999999999997
2025-01-06,South,Technology,784.79,88.5
2025-01-06,Central,Furniture,820.06,41.33
2025-01-06,Central,Technology,925.71,190.92000000000002
2025-01-06,East,Furniture,235.07,26.66
2025-01-06,South,Office Supplies,702.04,138.3
2025-01-07,West,Office Supplies,32.11,2.58
2025-01-07,South,Office Supplies,999.08,289.92
2025-01-07,Central,Furniture,1527.8000000000002,267.27
2025-01-07,Central,Technology,624.13,181.45
2025-01-07,South,Technology,353.18,48.09
2025-01-07,Central,Office Supplies,297.64,24.28
2025-01-08,West,Technology,730.03,58.71
2025-01-08,Central,Office Supplies,843.98,206.21
2025-01-08,Central,Technology,620.96,128.19
2025-01-08,East,Technology,360.72,108.16
2025-01-08,South,Furniture,1339.87,174.44
2025-01-08,West,Office Supplies,697.43,202.7
2025-01-08,South,Office Supplies,1587.79,328.13
2025-01-08,Central,Furniture,819.96,169.17
2025-01-09,East,Furniture,640.56,152.26000000000002
2025-01-09,Central,Technology,1640.3600000000001,170.93
2025-01-09,West,Furniture,261.18,76.15
2025-01-09,South,Technology,914.11,172.8
2025-01-09,East,Technology,2265.9900000000002,407.98
2025-01-09,Central,Office Supplies,434.55,125.73
2025-01-09,East,Office Supplies,1334.5900000000001,90.08
2025-01-10,Central,Technology,396.03000000000003,80.75999999999999
2025-01-10,South,Technology,621.76,129.03
2025-01-10,Central,Office Supplies,609.31,152.32
2025-01-10,West,Office Supplies,559.77,96.84
2025-01-10,South,Office Supplies,118.26,30.4
2025-01-10,South,Furniture,299.54,56.53
2025-01-10,Central,Furniture,1633.17,191.75
2025-01-10,West,Furniture,755.6,78.97
2025-01-11,East,Furniture,452.46,22.7
2025-01-11,South,Technology,845.56,162.98
2025-01-11,South,Office Supplies,599.22,86.56
2025-01-11,East,Office Supplies,688.43,149.21
2025-01-11,West,Technology,934.8499999999999,231.89999999999998
2025-01-11,Central,Technology,945.81,196.25
2025-01-11,West,Office Supplies,1180.99,305.39
2025-01-11,Central,Office Supplies,462.45,137.42
2025-01-11,South,Furniture,912.22,150.16
2025-01-12,East,Office Supplies,1252.72,268.21000000000004
2025-01-12,Central,Technology,2381.64,430.55
2025-01-12,South,Technology,1617.29,277.74
2025-01-12,East,Technology,2951.5499999999997,623.71
2025-01-12,Central,Furniture,731.13,41.55
2025-01-12,Central,Office Supplies,560.5,44.92
2025-01-12,West,Furniture,308.65,34.44
2025-01-13,West,Furniture,640.9100000000001,161.94
2025-01-13,South,Office Supplies,2891.84,390.82
2025-01-13,Central,Furniture,311.53,90.96
2025-01-13,South,Furniture,182.78,16.1
2025-01-13,Central,Technology,1410.88,237.42000000000002
2025-01-13,West,Technology,782.9200000000001,178.64
2025-01-13,Central,Office Supplies,992.7,175.53
2025-01-13,West,Office Supplies,881.86,93.44
2025-01-13,East,Technology,1270.33,257.29
2025-01-14,West,Furniture,424.06,52.08
2025-01-14,South,Technology,558.51,65.78
2025-01-14,East,Technology,504.22,144.89
2025-01-14,Central,Technology,784.34,149.59
2025-01-14,South,Office Supplies,574.61,127.25
2025-01-14,West,Technology,113.69,24.54
2025-01-15,South,Furniture,1181.3200000000002,260.7
2025-01-15,East,Furniture,505.68,126.67
2025-01-15,West,Office Supplies,1379.24,233.76
2025-01-15,West,Technology,1271.22,240.25
2025-01-15,Central,Furniture,346.87,61.0
2025-01-15,West,Furniture,412.38,112.81
2025-01-15,Central,Technology,955.55,251.03
2025-01-15,East,Office Supplies,164.33,12.03
2025-01-16,Central,Furniture,333.36,65.74
2025-01-16,West,Technology,1017.4,282.77
2025-01-16,Central,Technology,1136.5900000000001,191.56
2025-01-16,South,Office Supplies,440.04,46.19
2025-01-17,East,Furniture,1519.6599999999999,331.75
2025-01-17,West,Furniture,907.08,96.53
2025-01-17,Central,Furniture,449.59,81.93
2025-01-17,West,Technology,810.29,114.37
2025-01-17,Central,Office Supplies,3458.83,393.15
2025-01-17,West,Office Supplies,1365.48,377.69
2025-01-17,South,Furniture,357.07,79.62
2025-01-17,East,Office Supplies,343.3,19.1
2025-01-18,Central,Furniture,291.43,20.71
2025-01-18,South,Technology,1069.19,269.5
2025-01-18,South,Office Supplies,345.78999999999996,29.64
2025-01-18,West,Office Supplies,561.19,137.03
2025-01-18,West,Furniture,451.55,114.19
2025-01-18,South,Furniture,630.24,133.32
2025-01-18,East,Office Supplies,117.22,14.52
2025-01-18,East,Technology,992.9,288.07
2025-01-18,East,Furniture,785.39,132.92
2025-01-18,Central,Technology,407.68,30.68
2025-01-18,Central,Office Supplies,743.76,189.68
2025-01-18,West,Technology,1831.21,169.85
2025-01-19,West,Office Supplies,910.74,144.38
2025-01-19,Central,Furniture,222.99,54.75
2025-01-19,West,Technology,1599.0500000000002,262.25
2025-01-19,South,Furniture,959.8499999999999,91.16
2025-01-19,East,Furniture,972.77,132.1
2025-01-19,Central,Technology,1307.23,360.3
2025-01-19,East,Technology,202.84,55.52
2025-01-20,Central,Technology,908.74,226.51
2025-01-20,East,Furniture,811.44,47.15
2025-01-20,Central,Office Supplies,395.38,67.77
2025-01-20,South,Furniture,679.78,146.54
2025-01-20,East,Office Supplies,261.85,35.15
2025-01-20,South,Technology,288.71,61.4
2025-01-20,South,Office Supplies,742.87,43.37
2025-01-20,Central,Furniture,111.82,10.67
2025-01-21,South,Furniture,577.38,96.71
2025-01-21,Central,Technology,211.06,45.26
2025-01-21,East,Technology,552.97,82.96
2025-01-21,East,Office Supplies,1938.84,391.59000000000003
2025-01-21,Central,Furniture,1590.59,310.27
2025-01-21,East,Furniture,240.45,50.08
2025-01-21,South,Technology,447.44,90.6
2025-01-21,Central,Office Supplies,226.12,16.44
2025-01-21,South,Office Supplies,594.41,86.43
2025-01-22,Central,Office Supplies,242.59,17.56
2025-01-22,West,Furniture,243.43,40.01
2025-01-22,East,Office Supplies,1446.7,264.19
2025-01-22,Central,Furniture,1547.72,264.25
2025-01-22,Central,Technology,876.1,56.81
2025-01-22,East,Furniture,1427.77,159.72
2025-01-22,South,Furniture,317.71000000000004,33.67
2025-01-22,West,Technology,906.6,172.32
2025-01-23,South,Office Supplies,807.08,212.59
2025-01-23,West,Technology,234.65,53.84
2025-01-23,Central,Furniture,155.31,11.31
2025-01-23,South,Furniture,1902.77,267.43
2025-01-23,Central,Technology,601.72,49.09
2025-01-23,Central,Office Supplies,1146.3899999999999,228.65
2025-01-23,East,Office Supplies,1638.7,352.68
2025-01-23,South,Technology,473.5,90.74
2025-01-23,West,Furniture,938.45,231.27
2025-01-24,East,Furniture,962.25,214.91
2025-01-24,Central,Office Supplies,827.88,167.71
2025-01-24,South,Office Supplies,267.23,18.83
2025-01-24,West,Furniture,295.09,65.11
2025-01-24,Central,Technology,847.59,77.7
2025-01-24,Central,Furniture,782.6,93.77000000000001
2025-01-24,South,Furniture,902.83,113.92
2025-01-24,East,Technology,1628.17,243.3
2025-01-24,South,Technology,596.91,53.68
2025-01-25,South,Office Supplies,1389.49,121.84
2025-01-25,East,Furniture,1169.94,217.35
2025-01-25,West,Technology,799.94,108.31
2025-01-25,West,Furniture,254.2,15.1
2025-01-25,East,Office Supplies,448.61,124.18
2025-01-25,Central,Technology,1449.52,212.17999999999998
2025-01-26,South,Furniture,876.57,115.08
2025-01-26,Central,Technology,862.46,74.91
2025-01-26,Central,Furniture,67.04,8.45
2025-01-26,West,Furniture,1110.75,183.0
2025-01-26,West,Office Supplies,425.65,81.14
2025-01-26,Central,Office Supplies,1179.5700000000002,183.70999999999998
2025-01-26,East,Furniture,1697.98,354.51
2025-01-26,West,Technology,1507.48,243.49
2025-01-27,West,Technology,258.83,59.39
2025-01-27,East,Furniture,309.44,19.66
2025-01-27,South,Furniture,1512.25,278.21
2025-01-27,South,Office Supplies,349.94,96.49
2025-01-27,East,Office Supplies,383.42,77.55
2025-01-27,Central,Technology,583.04,150.27
2025-01-28,West,Technology,951.71,260.04
2025-01-28,South,Office Supplies,216.99,29.23
2025-01-28,South,Technology,645.93,178.86
2025-01-28,Central,Office Supplies,98.25,12.91
2025-01-28,East,Technology,1089.4499999999998,251.49
2025-01-28,Central,Technology,422.21,71.89
2025-01-29,South,Office Supplies,560.8399999999999,61.599999999999994
2025-01-29,West,Office Supplies,698.86,144.79999999999998
2025-01-29,East,Furniture,608.36,104.75
2025-01-29,Central,Furniture,83.8,20.0
2025-01-29,Central,Office Supplies,1111.16,246.70000000000002
2025-01-29,East,Office Supplies,893.3399999999999,235.88
2025-01-29,South,Technology,1392.3400000000001,349.83000000000004
2025-01-29,East,Technology,1475.97,322.7
2025-01-29,West,Technology,359.19,85.31
2025-01-29,South,Furniture,820.25,135.4
2025-01-30,Central,Office Supplies,958.05,278.06
2025-01-30,East,Office Supplies,369.23,36.53
2025-01-30,South,Furniture,179.37,27.28
2025-01-30,Central,Furniture,511.47,45.56
2025-01-30,Central,Technology,1004.82,100.99
2025-01-30,East,Technology,1875.4899999999998,293.85
2025-01-30,West,Office Supplies,919.71,100.75
2025-01-30,East,Furniture,1177.0,146.91
2025-01-30,West,Furniture,316.18,32.34
2025-01-31,East,Technology,285.15,73.68
2025-01-31,Central,Technology,1179.46,336.87
2025-01-31,South,Office Supplies,388.13,85.65
2025-01-31,West,Technology,648.1,124.17
2025-01-31,South,Technology,889.92,218.38
2025-01-31,Central,Office Supplies,1355.83,302.69
2025-01-31,Central,Furniture,1350.78,295.57
2025-01-31,South,Furniture,1149.12,153.8
2025-02-01,East,Furniture,65.24,18.69
2025-02-01,South,Office Supplies,310.26,40.18
2025-02-01,Central,Furniture,1783.6399999999999,369.34
2025-02-01,West,Office Supplies,679.4,152.59
2025-02-01,East,Technology,263.21,25.29
2025-02-01,South,Furniture,566.12,61.65
2025-02-01,East,Office Supplies,159.43,32.48
2025-02-01,West,Furniture,379.38,54.33
2025-02-01,Central,Office Supplies,1419.12,202.64
2025-02-01,Central,Technology,1316.62,361.9
2025-02-02,South,Technology,1352.78,296.65
2025-02-02,Central,Furniture,460.84,44.91
2025-02-02,Central,Technology,563.87,125.11
2025-02-02,West,Furniture,896.99,179.84
2025-02-02,East,Office Supplies,1866.85,176.72
2025-02-02,East,Furniture,1226.59,121.85
2025-02-02,East,Technology,1291.9,135.4
2025-02-02,West,Technology,680.17,188.32
2025-02-02,Central,Office Supplies,1645.6,237.32000000000002
2025-02-02,South,Furniture,1882.1,402.54999999999995
2025-02-03,Central,Furniture,495.42999999999995,51.58
2025-02-03,South,Office Supplies,860.64,81.18
2025-02-03,Central,Office Supplies,814.6700000000001,166.70999999999998
2025-02-03,West,Office Supplies,1520.85,301.99
2025-02-03,East,Technology,451.1,48.49
2025-02-03,South,Furniture,837.18,170.47
2025-02-03,Central,Technology,477.92,36.94
2025-02-03,South,Technology,932.8299999999999,139.75
2025-02-03,East,Office Supplies,505.65,73.07
2025-02-04,West,Technology,752.86,121.7
2025-02-04,West,Furniture,1107.8700000000001,273.41
2025-02-04,Central,Technology,105.77,9.66
2025-02-04,East,Office Supplies,1000.22,77.27000000000001
2025-02-04,East,Furniture,776.34,136.27
2025-02-04,West,Office Supplies,792.56,108.87
2025-02-04,South,Technology,1310.69,304.92
2025-02-04,Central,Office Supplies,188.83,52.27
2025-02-05,West,Technology,811.57,62.06
2025-02-05,West,Furniture,1187.92,200.83
2025-02-05,Central,Office Supplies,591.98,143.03
2025-02-05,Central,Furniture,392.68000000000006,71.25
2025-02-05,South,Office Supplies,878.45,98.13000000000001
2025-02-05,South,Furniture,106.26,24.55
2025-02-05,West,Office Supplies,1229.8899999999999,240.42000000000002
2025-02-05,Central,Technology,103.53,14.82
2025-02-05,East,Furniture,556.2099999999999,159.47
2025-02-06,West,Furniture,236.37,61.15
2025-02-06,East,Office Supplies,213.47,41.66
2025-02-06,Central,Technology,445.12,24.25
2025-02-06,East,Technology,742.99,151.75
2025-02-06,Central,Office Supplies,973.83,185.52
2025-02-06,South,Office Supplies,1614.79,283.08
2025-02-06,South,Technology,929.24,121.03
2025-02-07,Central,Technology,1007.8499999999999,145.01999999999998
2025-02-07,Central,Furniture,943.56,258.12
2025-02-07,South,Technology,1062.1799999999998,127.55000000000001
2025-02-07,East,Office Supplies,38.6,7.33
2025-02-07,West,Technology,1218.62,210.57999999999998
2025-02-07,South,Furniture,456.96,58.21
2025-02-08,Central,Office Supplies,1010.15,159.22
2025-02-08,Central,Furniture,873.8700000000001,70.79
2025-02-08,South,Office Supplies,859.91,73.25
2025-02-08,Central,Technology,777.6,182.51999999999998
2025-02-08,West,Office Supplies,41.47,8.16
2025-02-08,South,Technology,886.1199999999999,258.95
2025-02-08,East,Office Supplies,194.7,15.22
2025-02-08,West,Technology,939.5699999999999,201.43
2025-02-08,East,Technology,506.97,137.35
2025-02-08,East,Furniture,601.68,85.72
2025-02-08,South,Furniture,805.23,68.12
2025-02-08,West,Furniture,950.76,88.63
2025-02-09,South,Furniture,781.79,216.44
2025-02-09,West,Technology,494.1,107.89
2025-02-09,West,Furniture,1366.17,321.01
2025-02-09,South,Technology,1588.4899999999998,285.05
2025-02-09,Central,Technology,890.39,266.32
2025-02-09,Central,Office Supplies,846.8399999999999,151.28
2025-02-09,East,Furniture,1264.04,261.17
2025-02-09,Central,Furniture,616.14,83.02
2025-02-10,West,Furniture,373.01,81.76
2025-02-10,Central,Furniture,259.01,55.61
2025-02-10,South,Technology,1413.81,236.29
2025-02-10,South,Furniture,1032.15,82.92
2025-02-10,South,Office Supplies,384.66,103.27
2025-02-10,East,Technology,854.14,103.58
2025-02-10,East,Office Supplies,22.1,1.96
2025-02-11,Central,Furniture,236.04,16.43
2025-02-11,West,Furniture,769.68,223.59
2025-02-11,South,Office Supplies,824.83,193.25
2025-02-11,East,Furniture,846.22,164.21
2025-02-11,South,Furniture,1917.47,362.54
2025-02-11,East,Technology,663.42,65.26
2025-02-11,East,Office Supplies,910.9,161.2
2025-02-12,Central,Office Supplies,952.15,128.95
2025-02-12,West,Office Supplies,1760.95,320.61
2025-02-12,West,Furniture,110.88,15.09
2025-02-12,East,Technology,641.9100000000001,172.45
2025-02-12,Central,Furniture,2371.22,320.15
2025-02-12,South,Furniture,240.05,31.13
2025-02-12,East,Office Supplies,493.16,89.23
2025-02-13,East,Office Supplies,986.43,177.37
2025-02-13,West,Furniture,717.5,182.97
2025-02-13,Central,Office Supplies,833.86,163.03
2025-02-13,West,Technology,843.29,107.34
2025-02-13,East,Furniture,974.46,281.75
2025-02-13,Central,Technology,666.73,149.06
2025-02-13,South,Office Supplies,1058.44,161.7
2025-02-13,East,Technology,226.45,42.33
2025-02-14,South,Technology,31.36,6.69
2025-02-14,Central,Furniture,1346.09,198.32999999999998
2025-02-14,East,Furniture,442.98,99.84
2025-02-14,West,Office Supplies,1878.2,243.51999999999998
2025-02-14,East,Office Supplies,1532.6100000000001,249.07999999999998
2025-02-14,East,Technology,1393.48,213.78
2025-02-15,Central,Furniture,451.13,105.64
2025-02-15,South,Technology,789.38,230.15
2025-02-15,Central,Technology,827.87,124.12
2025-02-15,West,Office Supplies,497.49,133.18
2025-02-15,West,Furniture,144.58,32.93
2025-02-15,South,Furniture,48.46,5.7
2025-02-16,South,Technology,1889.0,426.27
2025-02-16,Central,Office Supplies,2413.75,392.75
2025-02-16,Central,Furniture,485.08000000000004,130.38
2025-02-16,East,Office Supplies,632.96,81.48
2025-02-16,West,Technology,1102.69,89.32
2025-02-16,East,Technology,1231.89,256.11
2025-02-16,South,Furniture,618.63,59.94
2025-02-16,Central,Technology,85.88,19.47
2025-02-16,West,Furniture,454.64,91.65
2025-02-17,West,Technology,767.37,131.74
2025-02-17,West,Furniture,1333.15,156.06
2025-02-17,South,Office Supplies,405.64,53.63
2025-02-17,East,Technology,435.76,84.53
2025-02-17,East,Office Supplies,974.19,116.41
2025-02-17,South,Furniture,1927.37,366.78
2025-02-17,Central,Furniture,1570.28,180.03
2025-02-17,South,Technology,823.25,225.93
2025-02-17,Central,Technology,1592.03,254.73
2025-02-17,West,Office Supplies,858.51,55.26
2025-02-18,South,Office Supplies,25.15,1.76
2025-02-18,West,Furniture,852.69,127.81
2025-02-18,Central,Furniture,874.6,76.28
2025-02-18,East,Office Supplies,427.64,66.19
2025-02-18,West,Technology,1625.89,156.65
2025-02-18,West,Office Supplies,1121.33,273.22
2025-02-18,Central,Technology,796.45,210.43
2025-02-18,East,Furniture,1242.59,304.21
2025-02-18,South,Furniture,319.44,61.96
2025-02-18,East,Technology,1737.71,343.79
2025-02-18,Central,Office Supplies,800.08,87.81
2025-02-19,South,Technology,831.86,64.34
2025-02-19,South,Furniture,252.93,71.73
2025-02-19,West,Technology,1005.3100000000001,81.75999999999999
2025-02-19,East,Office Supplies,686.36,45.16
2025-02-19,East,Furniture,351.96,92.79
2025-02-19,Central,Technology,2479.9700000000003,310.64
2025-02-19,West,Furniture,507.01,25.36
2025-02-19,East,Technology,1034.53,203.04
2025-02-20,Central,Furniture,261.69,75.34
2025-02-20,East,Technology,427.45,31.04
2025-02-20,Central,Office Supplies,1280.1399999999999,362.55
2025-02-20,West,Furniture,1919.49,363.05
2025-02-20,South,Furniture,260.41,27.03
2025-02-20,South,Office Supplies,924.85,164.33
2025-02-20,West,Office Supplies,205.10000000000002,15.98
2025-02-20,East,Furniture,948.0,161.24
2025-02-20,West,Technology,1097.33,305.37
2025-02-21,Central,Furniture,1432.0900000000001,246.3
2025-02-21,West,Furniture,693.5,59.56999999999999
2025-02-21,East,Furniture,1150.65,210.19
2025-02-21,Central,Office Supplies,241.7,18.67
2025-02-21,West,Office Supplies,276.47,61.96
2025-02-21,South,Furniture,2053.76,350.90999999999997
2025-02-21,South,Office Supplies,1065.91,208.03
2025-02-22,South,Furniture,2039.53,524.25
2025-02-22,South,Technology,361.81,107.11
2025-02-22,Central,Technology,747.79,78.03
2025-02-22,South,Office Supplies,923.97,139.98000000000002
2025-02-22,West,Furniture,815.6899999999999,239.82
2025-02-22,Central,Furniture,255.92000000000002,46.06
2025-02-23,West,Office Supplies,1238.41,246.59000000000003
2025-02-23,West,Furniture,1470.97,331.02
2025-02-23,South,Technology,114.24,29.63
2025-02-23,South,Office Supplies,1468.5700000000002,392.43
2025-02-23,East,Office Supplies,800.18,89.99
2025-02-23,West,Technology,663.19,81.53
2025-02-23,East,Technology,1023.8499999999999,106.24000000000001
2025-02-23,South,Furniture,1187.95,173.59
2025-02-24,West,Furniture,985.39,94.94
2025-02-24,West,Office Supplies,1180.06,210.17000000000002
2025-02-24,West,Technology,832.37,176.17
2025-02-24,Central,Furniture,78.08,13.02
2025-02-24,East,Furniture,860.4,73.31
2025-02-24,South,Office Supplies,2428.54,424.17999999999995
2025-02-24,East,Office Supplies,572.65,134.59
2025-02-24,Central,Technology,425.87,85.95
2025-02-25,Central,Office Supplies,531.35,110.71
2025-02-25,Central,Furniture,704.83,129.63
2025-02-25,Central,Technology,1345.26,129.64000000000001
2025-02-25,South,Office Supplies,414.23,87.04
2025-02-25,South,Furniture,347.98,39.62
2025-02-25,East,Office Supplies,291.88,50.15
2025-02-25,West,Office Supplies,950.78,111.03
2025-02-25,West,Technology,779.31,105.6
2025-02-25,South,Technology,1516.54,247.63
2025-02-26,Central,Furniture,985.62,199.39
2025-02-26,West,Office Supplies,1758.6499999999999,243.57
2025-02-26,Central,Technology,598.43,65.28
2025-02-26,East,Office Supplies,309.01,32.15
2025-02-26,Central,Office Supplies,122.51,29.76
2025-02-26,East,Technology,45.86,9.24
2025-02-26,West,Furniture,835.64,102.25
2025-02-27,East,Technology,561.8,121.0
2025-02-27,South,Technology,405.15999999999997,28.59
2025-02-27,Central,Office Supplies,1916.7900000000002,517.0699999999999
2025-02-27,West,Technology,352.66,59.3
2025-02-27,East,Office Supplies,697.14,174.46
2025-02-27,West,Office Supplies,703.36,195.98
2025-02-27,Central,Technology,699.45,161.23
2025-02-27,East,Furniture,158.84,20.33
2025-02-27,West,Furniture,969.8900000000001,73.91
2025-02-27,South,Furniture,927.07,230.04
2025-02-27,South,Office Supplies,883.88,128.59
2025-02-28,West,Furniture,314.76,19.7
2025-02-28,West,Technology,1185.04,188.63
2025-02-28,South,Furniture,640.47,97.3
2025-02-28,East,Technology,902.8,79.45
2025-02-28,Central,Technology,1282.58,308.8
2025-02-28,South,Office Supplies,471.04,76.01
2025-02-28,Central,Office Supplies,926.04,71.62
2025-03-01,South,Technology,2071.67,385.74
2025-03-01,West,Technology,981.0,237.28
2025-03-01,East,Furniture,718.83,123.2
2025-03-01,East,Technology,624.11,53.59
2025-03-01,South,Office Supplies,316.65,83.85
2025-03-01,West,Office Supplies,261.11,67.88
2025-03-01,Central,Furniture,595.79,117.05
2025-03-02,Central,Furniture,296.18,54.36
2025-03-02,South,Office Supplies,490.37,109.62
2025-03-02,West,Furniture,2899.78,487.52
2025-03-02,Central,Technology,1804.2,313.91
2025-03-02,South,Technology,339.73,55.44
2025-03-02,South,Furniture,649.97,149.91
2025-03-02,East,Office Supplies,718.1600000000001,69.71
2025-03-02,West,Technology,766.39,153.14
2025-03-02,West,Office Supplies,679.53,184.60000000000002
2025-03-03,Central,Office Supplies,1698.04,240.45
2025-03-03,West,Office Supplies,788.59,60.55
2025-03-03,Central,Technology,738.82,103.75
2025-03-03,South,Furniture,497.33000000000004,91.94999999999999
2025-03-03,East,Technology,944.72,189.88
2025-03-03,West,Furniture,588.54,91.25
2025-03-03,East,Office Supplies,668.35,35.18
2025-03-04,South,Office Supplies,344.51,32.01
2025-03-04,East,Furniture,494.75,98.36
2025-03-04,East,Office Supplies,976.14,154.45
2025-03-04,West,Office Supplies,727.01,49.09
2025-03-04,Central,Furniture,2391.18,359.57
2025-03-04,East,Technology,1183.98,192.45
2025-03-04,West,Furniture,355.82,105.61
2025-03-05,Central,Technology,815.02,102.26
2025-03-05,West,Office Supplies,492.14,91.99
2025-03-05,South,Office Supplies,389.93,54.31
2025-03-05,South,Furniture,1102.32,120.0
2025-03-05,South,Technology,729.19,152.61
2025-03-05,West,Furniture,706.43,113.07
2025-03-06,Central,Furniture,595.3,141.72
2025-03-06,East,Technology,937.29,128.18
2025-03-06,Central,Office Supplies,569.14,161.04
2025-03-06,West,Furniture,114.16,30.97
2025-03-06,East,Office Supplies,311.73,18.36
2025-03-06,West,Office Supplies,707.79,101.42
2025-03-06,South,Furniture,290.4,77.12
2025-03-07,Central,Furniture,1202.6,311.74
2025-03-07,South,Furniture,912.03,139.01
2025-03-07,South,Office Supplies,510.22,66.22
2025-03-07,South,Technology,1433.3999999999999,261.28
2025-03-07,Central,Technology,776.98,64.37
2025-03-07,West,Technology,483.41999999999996,54.370000000000005
2025-03-07,East,Office Supplies,841.43,228.43
2025-03-07,West,Office Supplies,802.3299999999999,167.67000000000002
2025-03-08,West,Office Supplies,1082.57,211.16
2025-03-08,South,Furniture,723.74,199.73000000000002
2025-03-08,Central,Technology,156.37,39.08
2025-03-08,East,Technology,561.4,29.59
2025-03-08,South,Office Supplies,226.72,34.129999999999995
2025-03-08,Central,Furniture,762.96,189.94
2025-03-08,South,Technology,737.9,55.21
2025-03-08,East,Office Supplies,2086.56,285.33
2025-03-09,East,Furniture,484.74,139.18
2025-03-09,East,Technology,341.81,89.26
2025-03-09,West,Technology,883.93,255.31
2025-03-09,West,Office Supplies,1079.03,293.71
2025-03-09,Central,Office Supplies,172.19,14.84
2025-03-09,South,Furniture,918.47,103.62
2025-03-09,Central,Furniture,704.7,52.15
2025-03-09,West,Furniture,1972.77,224.07
2025-03-10,East,Furniture,142.32,14.86
2025-03-10,West,Technology,1517.22,265.65000000000003
2025-03-10,Central,Office Supplies,1034.2,227.07999999999998
2025-03-10,West,Office Supplies,64.67,13.29
2025-03-10,Central,Technology,980.05,222.41
2025-03-10,East,Technology,1709.39,471.05
2025-03-11,Central,Furniture,499.84,57.84
2025-03-11,Central,Technology,662.25,170.44
2025-03-11,West,Furniture,1226.96,122.55
2025-03-11,West,Office Supplies,558.35,103.12
2025-03-11,West,Technology,867.74,189.64999999999998
2025-03-11,Central,Office Supplies,296.41,81.16
2025-03-11,East,Furniture,462.63,37.97
2025-03-12,West,Office Supplies,596.73,47.54
2025-03-12,South,Office Supplies,350.89,35.16
2025-03-12,West,Technology,645.62,125.79
2025-03-12,East,Technology,1870.17,408.5
2025-03-12,Central,Furniture,984.71,102.12
2025-03-12,South,Furniture,159.77,42.76
2025-03-13,West,Office Supplies,332.16,49.24
2025-03-13,Central,Technology,619.08,121.8
2025-03-13,South,Furniture,1089.28,107.25
2025-03-13,East,Furniture,867.93,47.77
2025-03-13,West,Furniture,612.0699999999999,70.02000000000001
2025-03-13,South,Technology,37.41,5.64
2025-03-14,Central,Office Supplies,826.64,64.11
2025-03-14,East,Furniture,537.46,41.4
2025-03-14,West,Technology,907.87,150.74
2025-03-14,West,Office Supplies,507.94,89.5
2025-03-14,South,Technology,803.97,62.519999999999996
2025-03-14,Central,Furniture,548.97,157.87
2025-03-14,South,Furniture,1874.8400000000001,322.77
2025-03-14,East,Technology,990.0999999999999,153.25
2025-03-14,Central,Technology,1780.3999999999999,486.16
2025-03-14,West,Furniture,1239.48,295.39
2025-03-14,East,Office Supplies,2326.95,365.9
2025-03-15,Central,Technology,1161.53,131.77
2025-03-15,West,Technology,589.13,109.6
2025-03-15,Central,Furniture,614.66,59.98
2025-03-15,West,Furniture,1274.1999999999998,248.09
2025-03-15,West,Office Supplies,1097.25,280.12
2025-03-15,South,Furniture,204.77,24.57
2025-03-15,South,Office Supplies,575.07,103.98
2025-03-15,Central,Office Supplies,629.17,54.35
